LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million","DINKLAGE FEED YARD, INC.",PO Box 134,SIDNEY,NE,69162,112112,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,125,04/06/2020,Farmers State Bank,NE - 03
"d $350,000-1 million",DIVERSIFIED SOLUTIONS INC,17117 Oak Dr Suite B,OMAHA,NE,68130,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,19,04/05/2020,Northwest Bank,NE - 02
"d $350,000-1 million","DIVINE MOWING SERVICE, INC.",26020 W Center Rd,WATERLOO,NE,68069,561730,Corporation,Unanswered,Unanswered,Unanswered,NA,58,04/06/2020,American National Bank,NE - 02
"d $350,000-1 million",DNA GENETICS LLC,2415 13TH ST,COLUMBUS,NE,68601,115210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 01
"d $350,000-1 million",DNB ELECTRICAL CONTRACTING INC,4427 S 139TH ST,OMAHA,NE,68137,238210,Corporation,White,Male Owned,Non-Veteran,NA,51,04/07/2020,Pinnacle Bank,NE - 02
"d $350,000-1 million",DOLL CONSTRUCTION LLC,4343 S 67th St,OMAHA,NE,68117,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",DOODAD INC,6110 IRVINGTON RD,OMAHA,NE,68134,238150,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million","DORNAN, TROIA, HOWARD, BREITKREUTZ & CONWAY, PC LLO",1403 FARNAM ST STE 232,OMAHA,NE,68102,541110,Corporation,Unanswered,Male Owned,Veteran,NA,26,04/15/2020,Security National Bank of Omaha,NE - 02
"d $350,000-1 million",DOSTALS CONSTRUCTION COMPANY INC,13680 S 220TH ST,GRETNA,NE,68028,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,29,04/07/2020,American National Bank,NE - 02
"d $350,000-1 million","DOUBLE DUTCH DAIRY, LLC",2670 D Road,RISING CITY,NE,68658,112120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,58,04/06/2020,Great Plains State Bank,NE - 01
"d $350,000-1 million",DOUGLAS HOLDINGS LLC,2500 E 23rd Street,COLUMBUS,NE,68601,336214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,38,04/29/2020,Bank of the West,NE - 01
"d $350,000-1 million",DOWNEY DRILLING INC,75471 Road 435 PO Box 278,LEXINGTON,NE,68850,213111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 03
"d $350,000-1 million",DRAMCO TOOL CO INC,502 CLAUDE RD,GRAND ISLAND,NE,68803,333511,Subchapter S Corporation,White,Male Owned,Unanswered,NA,47,04/04/2020,Five Points Bank,NE - 03
"d $350,000-1 million","DSKK PIZZA, INC",6104 S. 102nd Ave.,OMAHA,NE,68127,722513,Subchapter S Corporation,White,Male Owned,Unanswered,NA,33,04/08/2020,Security National Bank of Omaha,NE - 02
"d $350,000-1 million",DUCHESNE COLLEGE AND COVENANT OF THE SACRED HEART,3601 BURT ST,OMAHA,NE,68131,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,91,04/06/2020,Core Bank,NE - 02
"d $350,000-1 million",DUDLEY LAUNDRY CO.,126 N 3RD ST,NORFOLK,NE,68701,812331,Corporation,Unanswered,Male Owned,Unanswered,NA,74,04/15/2020,"U.S. Bank, National Association",NE - 01
"d $350,000-1 million",DUDZINSKI DENTAL PC,2002 Vinton Street,OMAHA,NE,68108,621210,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,29,04/30/2020,Bank of the West,NE - 02
"d $350,000-1 million","DUGAN FUNERAL SERVICES, INC.",751 N LINCOLN AVE,FREMONT,NE,68025,812210,Corporation,White,Male Owned,Non-Veteran,NA,125,04/15/2020,First State Bank & Trust Company,NE - 01
"d $350,000-1 million",DUNDY COUNTY HOSPITAL,1313 N Cheyenne St,BENKELMAN,NE,69021,622110,Professional Association,Unanswered,Female Owned,Unanswered,NA,91,04/27/2020,Pinnacle Bank,NE - 03
"d $350,000-1 million","DUO LIFT MANUFACTURING COMPANY, INC.",2810 38th Street,COLUMBUS,NE,68601,333111,Corporation,Unanswered,Unanswered,Unanswered,NA,75,04/14/2020,Great Western Bank,NE - 01
"d $350,000-1 million","DYNAMO, LLC",1915 S 64th Avenue,OMAHA,NE,68106,561320,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,10,04/04/2020,American National Bank,NE - 02
"d $350,000-1 million","E ENERGY ADAMS, LLC",13238 E Aspen Rd,ADAMS,NE,68301,325193,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,60,04/06/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million",E MAIL SOLUTIONS,12111 Emmet Street,OMAHA,NE,68164,561421,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",EAGLE RUN WEST GOLF PARTNERSHIP,13800 EAGLE RUN DRIVE,OMAHA,NE,68164,713910,Partnership,Unanswered,Unanswered,Unanswered,NA,266,04/06/2020,Access Bank,NE - 02
"d $350,000-1 million","EAR, NOSE AND THROAT SPECIALTIES PC","5055 A Street, Suite 300",LINCOLN,NE,68510,621111,Corporation,Unanswered,Unanswered,Unanswered,NA,53,04/03/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million",EARLY OUT SERVICES INC,5807 N 102ND ST,OMAHA,NE,68134,541990,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,"OneWest Bank, A Division of",NE - 02
"d $350,000-1 million",EAT OUT NOW,4909 LEAVENWORTH ST,OMAHA,NE,68106,722513,Corporation,Unanswered,Male Owned,Non-Veteran,NA,250,04/06/2020,Premier Bank,NE - 02
"d $350,000-1 million",EBK LOGISTICS LLC,9926 ESSEX DR,OMAHA,NE,68114,488999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/28/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",EDUCARE OF LINCOLN INC,3435 N 14th Street,LINCOLN,NE,68521,923110,Non-Profit Organization,White,Unanswered,Unanswered,Y,50,04/11/2020,Security National Bank of Omaha,NE - 01
"d $350,000-1 million","EDUCARE OF OMAHA, INC","3200 N 30th Street, #200",OMAHA,NE,68111,923110,Non-Profit Organization,White,Unanswered,Unanswered,Y,245,04/11/2020,Security National Bank of Omaha,NE - 02
"d $350,000-1 million",EDWARD'S STONE INC,13400 S 54th St,ROCA,NE,68430,238140,Corporation,Unanswered,Male Owned,Non-Veteran,NA,35,04/03/2020,Frontier Bank,NE - 01
"d $350,000-1 million",EHPV LOTTERY SERVICES LLC,11248 JOHN GALT BLVD,OMAHA,NE,68137,713290,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,60,04/27/2020,Five Points Bank,NE - 02
"d $350,000-1 million",EHPV OPERATING GROUP LLC,12248 John Galt Blvd,OMAHA,NE,68137,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,128,04/04/2020,Five Points Bank,NE - 02
"d $350,000-1 million","EHRHART GRIFFIN & ASSOCIATES, INC",3552 Farnam Street,OMAHA,NE,68132,541330,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million","ELECTRICAL CONTRACTORS, INC.",4525 S 139TH ST,OMAHA,NE,68137,238210,Corporation,White,Female Owned,Non-Veteran,NA,37,04/07/2020,Nebraska Bank of Commerce,NE - 02
"d $350,000-1 million","ELLERBORCK-NORRIS AGENCY, INC",2203 OSBORNE DR WEST,HASTINGS,NE,68901,524210,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,26,04/04/2020,Five Points Bank of Hastings,NE - 03
"d $350,000-1 million",ELMAN AND COMPANY INC,6210 S 118TH ST,OMAHA,NE,68137,323111,Corporation,White,Male Owned,Non-Veteran,NA,35,04/03/2020,Pinnacle Bank,NE - 02
"d $350,000-1 million",EMERALD CARE CO.,1609 N Street,LINCOLN,NE,68508,623110,Corporation,White,Female Owned,Non-Veteran,NA,44,04/03/2020,Frontier Bank,NE - 01
"d $350,000-1 million","EMERGING, INC.",18862 Edna St,OMAHA,NE,68136,561311,Corporation,Unanswered,Unanswered,Unanswered,NA,31,04/27/2020,Core Bank,NE - 02
"d $350,000-1 million",ENDGAME OPERATING GROUP LLC,11248 JOHN GALT BLVD,OMAHA,NE,68137,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,118,04/04/2020,Five Points Bank,NE - 02
"d $350,000-1 million","ENDLESS JOURNEY, LLC",10909 MILL VALLEY RD STE 205,OMAHA,NE,68154,623110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,48,04/09/2020,Enterprise Bank,NE - 02
"d $350,000-1 million","ENGELS, KETCHAM, OLSON & KEITH, P.C.",1700 FARNAM ST STE 1350,OMAHA,NE,68102,541110,Corporation,Unanswered,Unanswered,Unanswered,NA,42,04/04/2020,Five Points Bank,NE - 02
"d $350,000-1 million","ENGINEERING TECHNOLOGIES, INC.","825 M St., Suite 200",LINCOLN,NE,68508,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,37,04/04/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million","ENSOCARE, INC.",13808 F Street,OMAHA,NE,68137,621610,Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/07/2020,"UMB Bank, National Association",NE - 02
"d $350,000-1 million",ENT SPECIALISTS PC,720 N. 129th Street,OMAHA,NE,68154,621111,Corporation,Unanswered,Female Owned,Unanswered,NA,29,04/03/2020,Five Points Bank,NE - 02
"d $350,000-1 million",ENTERTAINMENT MANAGEMENT CO LLC,12750 WESTPORT PKWY,OMAHA,NE,68138,512131,Limited  Liability Company(LLC),White,Male Owned,Veteran,NA,121,04/28/2020,Great Plains State Bank,NE - 02
"d $350,000-1 million",EPSEN HILLMER GRAPHICS COMPANY,13748 F Street,OMAHA,NE,68137,323111,Corporation,White,Male Owned,Non-Veteran,NA,58,04/09/2020,Northwest Bank,NE - 02
"d $350,000-1 million","ERICKSON & SEDERSTROM, PC",10330 REGENCY PARKWAY DR STE 100,OMAHA,NE,68114,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,48,04/14/2020,"OneWest Bank, A Division of",NE - 02
"d $350,000-1 million","ERIKSEN CONSTRUCTION CO., INC.",2546 South Hwy 30,BLAIR,NE,68008,237110,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,NA,04/09/2020,Great Western Bank,NE - 01
"d $350,000-1 million",ERNIE'S STRORE INC.,PO BOX 8 318 S. 2nd Street,CERESCO,NE,68017,442110,Corporation,White,Male Owned,Non-Veteran,NA,73,04/05/2020,CerescoBank,NE - 01
"d $350,000-1 million","ERNST AUTO CENTER, INC.",615 East 23RD ST,COLUMBUS,NE,68601,441110,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/06/2020,First National Bank of Omaha,NE - 01
"d $350,000-1 million","ERVIN & SMITH ADVERTISING AND PUBLIC RELATIONS, INC.","1926 South 67th Street, Suite 250",OMAHA,NE,68106,541810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,34,04/04/2020,Union Bank and Trust Company,NE - 02
"d $350,000-1 million","EUSTIS BODY SHOP, INC.",110 N Main Street,EUSTIS,NE,69028,811121,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,50,04/07/2020,Waypoint Bank,NE - 03
"d $350,000-1 million","EXCEL HEALTH SERVICES, INC.",8551 LEXINGTON AVE,LINCOLN,NE,68505,551112,Corporation,White,Unanswered,Unanswered,NA,33,04/04/2020,Cornhusker Bank,NE - 01
"d $350,000-1 million",EXECUTIVE TRAVEL INC,1212 O Street,LINCOLN,NE,68508,561510,Corporation,Unanswered,Unanswered,Unanswered,NA,48,04/03/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million",EYE CONSULTANTS PC,8141 W CENTER RD,OMAHA,NE,68124,621320,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,29,04/06/2020,"First Westroads Bank, Inc",NE - 02
"d $350,000-1 million","EYE PHYSICIANS, PC",3772 43rd Avenue,COLUMBUS,NE,68602,621111,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/08/2020,First National Bank of Omaha,NE - 03
"d $350,000-1 million",EYE SURGICAL ASSOCIATES LLC,1710 S 70TH STREET,LINCOLN,NE,68506,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,NA,91,04/03/2020,Pinnacle Bank,NE - 01
"d $350,000-1 million",FAITH EVANGELICAL LUTHERAN CHURCH & SCHOOL,8701 Adams St,LINCOLN,NE,68507,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,110,04/15/2020,West Gate Bank,NE - 01
"d $350,000-1 million",FALLBROOK ASSISTED LIVING LLC,6600 JULIET CT,LINCOLN,NE,68521,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,60,04/04/2020,Pinnacle Bank,NE - 01
"d $350,000-1 million","FAMILY BUILT HOMES, LLC",982 Rundell Road,GERING,NE,69341,321991,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,50,04/03/2020,Platte Valley Bank,NE - 03
"d $350,000-1 million","FAMILY FIRST DENTAL ASSOCIATES OF PRIMGHAR, P. C.",504 West Prospect Ave,NORFOLK,NE,68701,621210,Professional Association,White,Male Owned,Non-Veteran,NA,75,04/04/2020,Security Bank,NE - 01
"d $350,000-1 million","FAMILY FIRST DENTAL ASSOCIATES OF WAUSA, P.C.",504 West Prospect Ave,NORFOLK,NE,68701,621210,Corporation,White,Male Owned,Non-Veteran,NA,37,04/04/2020,Security Bank,NE - 01
"d $350,000-1 million",FAMILY MEDICAL CENTER OF HASTINGS,1021 14TH ST,HASTINGS,NE,68901,621111,Partnership,Unanswered,Unanswered,Unanswered,NA,38,04/04/2020,Five Points Bank of Hastings,NE - 03
"d $350,000-1 million",FAMILY PRACTICE ASSOCIATES P.C.,620 East 25th Street P.O. Box 2290,KEARNEY,NE,68847,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/06/2020,First National Bank of Omaha,NE - 03
"d $350,000-1 million",FAMILY PRACTICE OF GRAND ISLAN,2116 FAIDLEY AVE,GRAND ISLAND,NE,68803,621111,Corporation,Unanswered,Unanswered,Unanswered,NA,73,04/04/2020,Five Points Bank,NE - 03
"d $350,000-1 million",FAMILY SERVICE ASSOCIATION OF LINCOLN,501 S 7th  7TH ST,LINCOLN,NE,68508,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,240,04/11/2020,Cornhusker Bank,NE - 01
"d $350,000-1 million",FARMERS COOP ASSOCIATION OF LINDSAY,"101 S. Pine Street, P.O. Box 38",LINDSAY,NE,68644,424590,Corporation,White,Unanswered,Unanswered,NA,41,04/07/2020,Bank of Lindsay,NE - 01
"d $350,000-1 million",FARMERS COOPERATIVE ELEVATOR COMPANY,317 OSBORN,HEMINGFORD,NE,69348,493130,Corporation,Unanswered,Unanswered,Unanswered,NA,59,04/28/2020,Farmers State Bank,NE - 03
"d $350,000-1 million",FELBAR LLC,6103 N 90TH ST,OMAHA,NE,68134,425120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,19,04/04/2020,American National Bank,NE - 02
"d $350,000-1 million",FELTZ WEALTHPLAN INC,"101 S 108TH AVE, 2ND FLOOR",OMAHA,NE,68154,523930,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,27,04/03/2020,Pinnacle Bank,NE - 02
"d $350,000-1 million",FERNANDO'S,7555 PACIFIC ST,OMAHA,NE,68114,722511,Corporation,White,Male Owned,Non-Veteran,NA,82,04/13/2020,First Nebraska Bank,NE - 02
"d $350,000-1 million","FILLMORE COUNTY MEDICAL CENTER, PC",1840 F Street,GENEVA,NE,68361,621111,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,25,04/03/2020,Heartland Bank,NE - 03
"d $350,000-1 million","FINANCIAL TRANSMISSION NETWORK, INC.",13220 BIRCH DR STE 120,OMAHA,NE,68164,522320,Corporation,Unanswered,Unanswered,Unanswered,NA,21,04/11/2020,Bell Bank,NE - 02
"d $350,000-1 million",FIREBIRDS OF OMAHA LLC,17415 CHICAGO CIR,OMAHA,NE,68118,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,75,04/15/2020,"PNC Bank, National Association",NE - 02
"d $350,000-1 million","FIREGUARD, INC",4404 S 76th Circle,OMAHA,NE,68127,423850,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,44,04/04/2020,American National Bank,NE - 02
"d $350,000-1 million",FIRESPRING,1201 INFINITY COURT,LINCOLN,NE,68512,541613,Corporation,White,Male Owned,Non-Veteran,NA,81,04/03/2020,Pinnacle Bank,NE - 01
"d $350,000-1 million","FIRESPRING PRINT, INC.",1201 Infinity Ct.,LINCOLN,NE,68512,323111,Corporation,White,Male Owned,Non-Veteran,NA,100,04/04/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million",FIRST WIRELESS INC,13444 'L' Street,OMAHA,NE,68137,517911,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/13/2020,Great Western Bank,NE - 02
"d $350,000-1 million","FIRSTAR FIBER, INC.",10330 I ST,OMAHA,NE,68127,423930,Corporation,Unanswered,Female Owned,Unanswered,NA,128,04/05/2020,Core Bank,NE - 02
"d $350,000-1 million","FISHER BUILDING SERVICES, INC.","13748 F STREET, SUITE 700",OMAHA,NE,68137,561790,Corporation,White,Male Owned,Non-Veteran,NA,43,04/04/2020,Arbor Bank,NE - 02
"d $350,000-1 million","FITLIFE BRANDS, INC.",5214 S. 136TH ST,OMAHA,NE,68137,325411,Corporation,Unanswered,Unanswered,Unanswered,NA,27,04/27/2020,"OneWest Bank, A Division of",NE - 02
"d $350,000-1 million",FLATWATER INC.,1 Mission Drive,WINNEBAGO,NE,68071,921150,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/13/2020,Great Western Bank,NE - 01
"d $350,000-1 million","FLOOD DIGITAL NETWORKS, LLC","214 N 7th St, Ste 1",NORFOLK,NE,68701,517919,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,111,04/03/2020,Elkhorn Valley Bank & Trust,NE - 01
"d $350,000-1 million","FMA REALTY, INC.",1248 O ST,LINCOLN,NE,68508,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,43,04/14/2020,"U.S. Bank, National Association",NE - 01
"d $350,000-1 million",FOOD BANK FOR THE HEARTLAND,10525 J ST,OMAHA,NE,68127,624210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/09/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million","FOOD BANK OF LINCOLN, INC.",4840 Doris Blair Circle Suite A,LINCOLN,NE,68504,624210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,33,04/04/2020,Union Bank and Trust Company,NE - 01
"d $350,000-1 million","FORNEY ANIMAL CENTER, LLC",5720 Old Cheney Road,LINCOLN,NE,68516,541940,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,118,04/03/2020,Pinnacle Bank,NE - 01
"d $350,000-1 million",FORT KEARNY CONSOLIDATED,1818 32 RD,MINDEN,NE,68959,112112,Partnership,Unanswered,Unanswered,Unanswered,NA,33,04/15/2020,"U.S. Bank, National Association",NE - 03
"d $350,000-1 million","FORTIGEN GENEVA, LLC",10340 N 84TH ST,OMAHA,NE,68122,325314,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,28,04/10/2020,Bell Bank,NE - 01
"d $350,000-1 million","FRANCHISE FASTLANE, INC.",16934 Frances St Suite 105,OMAHA,NE,68130,533110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q STREET,FRANKLIN,NE,68939,622110,Cooperative,Unanswered,Unanswered,Unanswered,NA,55,04/28/2020,South Central State Bank,NE - 03
"d $350,000-1 million",FRED'S HEATING & AIR CONDITIONING INC,6596 S 118th St,OMAHA,NE,68137,238220,Subchapter S Corporation,White,Unanswered,Unanswered,NA,49,04/04/2020,Northwest Bank,NE - 02
"d $350,000-1 million","FREEDOM SPECIALTY CONTRACTING, INC.",12144 Roberts Rd,LA VISTA,NE,68128,238310,Corporation,White,Male Owned,Non-Veteran,NA,59,04/03/2020,Frontier Bank,NE - 02
"d $350,000-1 million",FREELAND CORPORATION,3950 D Street,OMAHA,NE,68107,424110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/04/2020,"UMB Bank, National Association",NE - 01
"d $350,000-1 million","FREMONT ELECTRIC, INC.",1245 HILLS RD,FREMONT,NE,68025,238210,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,39,04/15/2020,First State Bank & Trust Company,NE - 01
"d $350,000-1 million","FREMONT MOTOR SCOTTSBLUFF, INC",1515 E 20TH STREET,SCOTTSBLUFF,NE,69361,441110,Corporation,White,Male Owned,Non-Veteran,NA,34,04/04/2020,Platte Valley Bank,NE - 03
"d $350,000-1 million","FRIEND FREIGHTWAYS, INC.",616 US HIGHWAY 6,FRIEND,NE,68359,484121,Corporation,Unanswered,Male Owned,Unanswered,NA,47,04/07/2020,Generations Bank,NE - 01
"d $350,000-1 million","FRIENDSHIP HOME OF LINCOLN, INC.",2025 S 25TH ST,LINCOLN,NE,68502,624221,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,34,04/07/2020,Cornhusker Bank,NE - 01
"d $350,000-1 million",FRIESENS CHEVROLET INC,202 Commercial Avenue,SUTTON,NE,68979,441110,Corporation,Unanswered,Unanswered,Unanswered,NA,68,04/05/2020,Astra Bank,NE - 03
"d $350,000-1 million","FRONTIER HOME MEDICAL, INC.",304 West 8TH ST,COZAD,NE,69130,621610,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,Pathway Bank,NE - 03
"d $350,000-1 million",FRONTLINE PRIVATE SECURITY LLC,2510 N 85th St,OMAHA,NE,68134,561612,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,112,04/16/2020,First Nebraska Bank,NE - 02
"d $350,000-1 million",G&G MANUFACTURING CO.,4432 MCKINLEY ST,OMAHA,NE,68112,333111,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 01
"d $350,000-1 million",GARRETT ENTERPRISES INC,3004 W Old Potash Rd,GRAND ISLAND,NE,68803,441320,Corporation,Unanswered,Unanswered,Unanswered,NA,63,04/03/2020,Equitable Bank,NE - 03
"d $350,000-1 million","GASTROENTEROLOGY MANAGEMENT SERVICES,LLC","8901 Indian Hills Drive, Suite 200",OMAHA,NE,68114,561210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,36,04/05/2020,American National Bank,NE - 02
"d $350,000-1 million",GBT COLLISION REPAIR INC.,3304 N 120th St,OMAHA,NE,68164,811121,Corporation,White,Male Owned,Non-Veteran,NA,NA,04/13/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",GENE STEFFY'S CHRYSLER CENTER INC,2545 EAST 23RD AVENUE SOUTH,FREMONT,NE,68025,441110,Corporation,White,Male Owned,Veteran,NA,50,04/03/2020,Western Nebraska Bank,NE - 01
"d $350,000-1 million",GENERAL CONCRETE INC,17625 Welch St,OMAHA,NE,68135,238110,Corporation,Unanswered,Unanswered,Unanswered,NA,37,04/28/2020,American National Bank,NE - 02
"d $350,000-1 million",GENERAL FIRE AND SAFETY EQUIPMENT,5641 S 85th Circle,OMAHA,NE,68127,423850,Corporation,White,Male Owned,Non-Veteran,NA,48,04/03/2020,Arbor Bank,NE - 02
"d $350,000-1 million",GENERAL ROOFING & SIDING SUPPLY CO INC,1709 Mason st,OMAHA,NE,68108,423330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"d $350,000-1 million",GENERAL SERVICE BUREAU INC.,10303 CROWN POINT AVE STE 210,OMAHA,NE,68134,561440,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,"OneWest Bank, A Division of",NE - 02
